ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
NI,Nigeria,10686,101056,Bareshe,Bareshe,96000,4,N,res,Reshe,3,6,Islam,18,3,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.78166,4.63488
NI,Nigeria,10691,101073,Barke,"Barke, Burkanawa",31000,1,Y,bbt,Mburku,2,4,Ethnic Religions,4,0.75,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.92815,9.81482
NI,Nigeria,10692,101074,Barma,Barma,5100,1,Y,bmi,Bagirmi,3,6,Islam,0,0,22,A013,Sub-Saharan Peoples,278,C0189,Sara-Bagirmi,2,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,11.92985,13.11309
NI,Nigeria,14585,108428,Basa,Basa,339000,4,N,bzw,Basa,5,4,Ethnic Religions,25,3,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,8.03341,7.11307
NI,Nigeria,10700,101092,Basa-Gurmana,Basa-Gurmana,5200,1,Y,buj,Basa-Gurmana,2,4,Ethnic Religions,0,0,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,10.25548,6.75143
NI,Nigeria,20928,101112,Bassa-Kontagora,Bassa-Kontagora,35000,4,N,bsr,Bassa-Kontagora,0,4,Ethnic Religions,30,5,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.133254,6.022958
NI,Nigeria,10714,101119,Bate,Bate,314000,4,N,bta,Bata,2,6,Islam,17,5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.44907,12.67525
NI,Nigeria,10534,100685,"Batonu, Baruba","Batonu, Baruba",383000,4,N,bba,Baatonum,5,6,Islam,18,3,22,A013,Sub-Saharan Peoples,183,C0087,Gur,4,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.3062,3.36795
NI,Nigeria,10729,101142,Batu,Batu,54000,2,N,btu,Batu,1,4,Ethnic Religions,35,2,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.82287,10.94158
NI,Nigeria,10738,101153,Bauchi,Bauchi,38000,1,Y,bsf,Bauchi,0,6,Islam,5,0.8,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.2074,6.62302
NI,Nigeria,13692,106568,Becheve,Becheve,4200,4,N,bec,Iceve-Maci,2,4,Ethnic Religions,45,8,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.53755,9.48413
NI,Nigeria,10762,101203,Begbere,"Begbere, Koro Agwe",159000,4,N,bqv,Koro Wachi,2,4,Ethnic Religions,15,4,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.38783,7.61109
NI,Nigeria,10769,101216,Bekworra,"Bekworra, Yakoro",201000,5,N,bkv,Bekwarra,4,4,Ethnic Religions,30,12,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.733,8.84895
NI,Nigeria,21989,119010,Belning,Belning,500,5,N,glb,Belning,1,1,Christianity,60,16,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.2,9.46
NI,Nigeria,10811,101287,Berom,Berom,1376000,5,N,bom,Berom,5,1,Christianity,96,46.401,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.64959,8.81629
NI,Nigeria,10816,101297,Bete-Jukun,Bete-Jukun,6000,5,N,jbu,Jukun Takum,4,1,Christianity,90,12,22,A013,Sub-Saharan Peoples,206,C0112,Kru,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.01637,9.76679
NI,Nigeria,10821,101304,Bette-Bende,"Bette-Bende, Mbete",168000,5,N,btt,Bete-Bendi,4,1,Christianity,89,11,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.62134,9.17589
NI,Nigeria,10836,101421,Biali,Biali,3100,2,N,beh,Biali,4,4,Ethnic Religions,8,1,22,A013,Sub-Saharan Peoples,183,C0087,Gur,4,8,"Africa, West and Central",AFR,Africa,Y,N,,N,9.38,3.53
NI,Nigeria,21980,119002,Bijim,Bijim,11000,5,N,jbm,Bijim,1,1,Christianity,70,14,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.58,9.58
NI,Nigeria,10847,101443,Bile,"Bile, Billanchi",50000,4,N,bil,Bille,0,4,Ethnic Religions,15,7,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.21561,11.8954
NI,Nigeria,10857,101458,Binawa,Binawa,13000,5,N,byj,Bina,1,1,Christianity,99,55,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.29255,8.20084
NI,Nigeria,10884,101502,Bitare,"Bitare, Yukutare",76000,5,N,brt,Bitare,1,1,Christianity,98,33,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.02258,10.75741
NI,Nigeria,19514,101537,Boga,Boga,24000,4,N,bvw,Boga,2,1,Christianity,60,3.5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.18604,12.93572
NI,Nigeria,11046,101805,Bokabaru,Bokabaru,79000,4,N,bus,Bokobaru,4,6,Islam,15,5,22,A013,Sub-Saharan Peoples,226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.61528,3.77149
NI,Nigeria,10907,101551,"Boko, Bokonya","Boko, Bokonya",65000,1,Y,bqc,Boko,5,6,Islam,0.2,0.1,22,A013,Sub-Saharan Peoples,226,C0134,Mande,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.71271,3.90969
NI,Nigeria,10911,101557,Bokyi,"Bokyi, Nki",287000,5,N,bky,Bokyi,5,1,Christianity,98,35,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.27163,8.98153
NI,Nigeria,10914,101564,"Bole, Bolewa","Bole, Bolewa",174000,1,Y,bol,Bole,3,6,Islam,0,0,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,3,Y,11.00461,10.94364
NI,Nigeria,10903,101538,Borghom,Borghom,167000,2,N,bux,Boghom,3,4,Ethnic Religions,12.5,2,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.49693,10.10701
NI,Nigeria,15003,109426,"Bozo, Sorogoye","Bozo, Sorogoye",21000,1,Y,bze,"Bozo, Jenaama",3,6,Islam,0,0,22,A013,Sub-Saharan Peoples,289,C0200,Soninke,3,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,10.52186,4.56929
NI,Nigeria,11140,102927,British,British,26000,4,N,eng,English,5,1,Christianity,62,8,12,A003,Eurasian Peoples,110,C0012,Anglo-Celt,127,8,"Africa, West and Central",AFR,Africa,Y,N,,N,6.640302108,3.614620195
NI,Nigeria,21990,119011,Bu,Bu,3200,5,N,zbu,Bu,1,1,Christianity,75,14,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.21,8.53
NI,Nigeria,10981,101697,Buduma,"Buduma, Yedina",7700,1,Y,bdm,Buduma,3,6,Islam,0.03,0,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,3,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,13.111357,13.840007
NI,Nigeria,10992,114544,Bukwen,Bukwen,1100,4,N,buz,Bukwen,1,4,Ethnic Religions,8,3,22,A013,Sub-Saharan Peoples,203,C0109,Khoisan,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.257721,9.974464
NI,Nigeria,11010,101735,Bumaji,Bumaji,21000,5,N,byp,Bumaji,1,1,Christianity,75,16,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.45034,9.35663
NI,Nigeria,11022,101759,"Bura, Pabir","Bura, Pabir",528000,4,N,bwr,Bura-Pabir,5,4,Ethnic Religions,5,3,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.53032,12.19691
NI,Nigeria,11023,101760,Burak,Burak,8300,5,N,bys,Burak,3,4,Ethnic Religions,20,12,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.491,11.07138
NI,Nigeria,19553,115057,Bure,Bure,800,2,N,hau,Hausa,5,4,Ethnic Religions,10,1,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.52539,10.3308
NI,Nigeria,18900,114853,Buru,Buru,1600,5,N,bqw,Buru,1,4,Ethnic Religions,25,15,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.01163,10.86282
NI,Nigeria,11039,101794,"Busa, Bussawa","Busa, Bussawa",21000,1,Y,bqp,Bisa,4,6,Islam,1,0.05,22,A013,Sub-Saharan Peoples,226,C0134,Mande,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,9.91074,4.39929
NI,Nigeria,11815,117450,Butawa,Butawa,67000,1,Y,hau,Hausa,5,6,Islam,0,0,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,11.07611768,9.566928236
NI,Nigeria,11078,101852,Cakfem-Mushere,Cakfem-Mushere,11000,4,N,cky,Cakfem-Mushere,3,1,Christianity,90,3,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.00924,9.16071
NI,Nigeria,11083,101859,Cameroonian Creole,Cameroonian Creole,11000,5,N,wes,"Pidgin, Cameroon",4,1,Christianity,80,11,22,A013,Sub-Saharan Peoples,262,C0173,"Sub-Saharan African, other",2,8,"Africa, West and Central",AFR,Africa,Y,N,,N,9.055879,7.462063
NI,Nigeria,11303,102002,"Cham-Mwana, Dijim","Cham-Mwana, Dijim",48000,4,N,cfa,Dikaka,3,4,Ethnic Religions,46,3,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.62998,11.67188
NI,Nigeria,11298,101993,Chamba Daka,Chamba Daka,195000,4,N,ccg,Samba Daka,3,4,Ethnic Religions,15,6,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,8.18573,11.61626
NI,Nigeria,11569,102629,Chamba Dirim,Chamba Dirim,19000,1,Y,dir,Dirim,3,4,Ethnic Religions,0.4,0.25,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,7.32455,11.66966
NI,Nigeria,11299,101994,Chamba Leko,Chamba Leko,113000,4,N,ndi,Samba Leko,4,4,Ethnic Religions,25,4,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.93134,10.97542
NI,Nigeria,19089,114550,"Chara, Fachara","Chara, Fachara",5900,4,N,cfd,Cara,0,4,Ethnic Religions,25,5,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.12523,8.74492
NI,Nigeria,11313,102054,Chawai,Chawai,103000,5,N,cch,Atsam,3,1,Christianity,70,15,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.97725,8.48282
NI,Nigeria,11349,102150,Chip,Chip,13000,2,N,mjs,Miship,1,4,Ethnic Religions,10,1,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.20563,9.32533
NI,Nigeria,11364,102180,Chokobo,Chokobo,2500,1,Y,cbo,Izora,0,6,Islam,0.8,0.3,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.3561,8.8463
NI,Nigeria,11387,102232,Cineni,Cineni,22000,4,N,cie,Cineni,1,4,Ethnic Religions,15,3,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.13134,13.81937
NI,Nigeria,11411,102271,Como Karim,Como Karim,21000,5,N,cfg,Karimjo,2,4,Ethnic Religions,25,12,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,8.86239,10.8183
NI,Nigeria,18814,114560,Cori,Cori,7900,5,N,cry,Kyoli,2,1,Christianity,55,11,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.54839,8.05947
NI,Nigeria,11460,102351,Daba,"Daba, Daba Kola",2200,1,Y,dbq,Daba,4,4,Ethnic Religions,5,0.5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.27627,13.34723
NI,Nigeria,11463,102359,Dadiya,"Dadiya, Dadianci",86000,5,N,dbd,Dadiya,3,1,Christianity,45,15,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.64565,11.43022
NI,Nigeria,12973,105622,Dansa,Dansa,6400,4,N,ldh,Lamja-Dengsa-Tola,1,4,Ethnic Religions,20,3,22,A013,Sub-Saharan Peoples,102,C0003,Adamawa-Ubangi,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,8.62332,12.15336
NI,Nigeria,19007,114916,Deaf,Deaf,2167000,3,N,nsi,Nigerian Sign Language,3,1,Christianity,51.26,,26,A017,Deaf,328,C0252,Deaf,216,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.49997,3.16664
NI,Nigeria,11521,102490,Defaka,"Defaka, Afakani",2100,4,N,nkx,Nkoroo,1,4,Ethnic Religions,35,3,22,A013,Sub-Saharan Peoples,191,C0096,Ijaw,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.5871,7.50091
NI,Nigeria,11523,102492,Degema,"Degema, Atala",30000,4,N,deg,Degema,2,4,Ethnic Religions,27,6,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.73602,6.80876
NI,Nigeria,11533,102513,"Dendi, Dandawa","Dendi, Dandawa",7200,1,Y,ddn,Dendi,4,6,Islam,0.1,0,22,A013,Sub-Saharan Peoples,288,C0199,Songhai,3,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,11.66664,3.67093
NI,Nigeria,11536,102520,Deno,"Deno, Denawa",13000,1,Y,dbb,Deno,2,4,Ethnic Religions,5,0.15,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.63082,10.43953
NI,Nigeria,19366,102526,"Dera, Kanakuru","Dera, Kanakuru",68000,4,N,kna,Dera,3,1,Christianity,71,10,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.10411,11.97687
NI,Nigeria,19637,107318,Detribalized Pidgen,Detribalized Pidgen,1937000,5,N,pcm,"Pidgin, Nigerian",5,1,Christianity,56,30.934,22,A013,Sub-Saharan Peoples,262,C0173,"Sub-Saharan African, other",2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.65873,4.21068
NI,Nigeria,11542,102547,Dghwede,"Dghwede, Toghwede",79000,4,N,dgh,Dghwede,4,4,Ethnic Religions,12,6.5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.05867,13.77293
NI,Nigeria,11570,102630,Dirya,Dirya,13000,2,N,dwa,Diri,0,6,Islam,6,0.5,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.17058,9.32528
NI,Nigeria,11591,102670,Doka,Doka,21000,1,Y,dbi,Doka,1,4,Ethnic Religions,0.9,0.3,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,10.23001,7.96119
NI,Nigeria,11592,102672,Doko-Uyanga,"Doko-Uyanga, Basanga",400,5,N,uya,Doko-Uyanga,1,1,Christianity,70,11,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.52486,8.26337
NI,Nigeria,11605,102704,Dong,Dong,9800,1,Y,doh,Dong,1,4,Ethnic Religions,0.6,0.2,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,8.6308,11.98746
NI,Nigeria,11630,102748,Duguri,Duguri,94000,1,Y,dbm,Duguri,0,4,Ethnic Religions,5,0.833,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,2,N,9.788170468,10.05026402
NI,Nigeria,11631,102749,Duguza,Duguza,6700,4,N,dza,Tunzuii,1,4,Ethnic Religions,10,2.25,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.02923,9.11518
NI,Nigeria,21579,118377,"Dukawa, Eastern","Dukawa, Eastern",55000,2,N,uth,ut-Hun,4,4,Ethnic Religions,7,2,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.9309,5.5983
NI,Nigeria,21578,118378,"Dukawa, Western","Dukawa, Western",66000,2,N,uss,us-Saare,2,4,Ethnic Religions,7,1,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,11.09879,5.25112
NI,Nigeria,11643,102768,Dungi,"Dungi, Dunjawa",2100,2,N,dbv,Dungu,1,4,Ethnic Religions,10,1,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,10.50328,8.18919
NI,Nigeria,11511,102473,Durr-Baraza,Durr-Baraza,11000,1,Y,dot,Dass,2,6,Islam,0.3,0.1,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,9.94669,9.51728
NI,Nigeria,11664,102795,Duwai,Duwai,19000,1,Y,dbp,Duwai,1,6,Islam,0,0,22,A013,Sub-Saharan Peoples,158,C0062,Chadic  ,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,12.84551,11.17921
NI,Nigeria,13156,105930,Duya,Duya,100000,2,N,ldb,Duya,3,4,Ethnic Religions,12,0.5,22,A013,Sub-Saharan Peoples,338,C0262,"Bantu, Central-South",1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,9.12989,7.76819
NI,Nigeria,10157,100060,Dzodinka,Dzodinka,300,4,N,add,Lidzonka,3,1,Christianity,65,3,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.07818,10.62999
NI,Nigeria,12188,103962,Ebira,Ebira,2306000,4,N,igb,Ebira,5,6,Islam,18,8.838,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.90651,6.79216
NI,Nigeria,11712,102868,Ebughu,Ebughu,12000,4,N,ebg,Ebughu,1,1,Christianity,92,8,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.82994,8.0149
NI,Nigeria,11714,102871,Edo,"Edo, Bini",2136000,5,N,bin,Edo,5,1,Christianity,99,48.611,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.32747,5.81659
NI,Nigeria,11715,102872,Efai,Efai,12000,4,N,efa,Efai,1,1,Christianity,94,6,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.61707,8.28401
NI,Nigeria,11717,102874,Efik,Efik,722000,5,N,efi,Efik,5,1,Christianity,99,38,22,A013,Sub-Saharan Peoples,140,C0044,Benue,3,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.98708,8.39777
NI,Nigeria,11718,102875,Efutop,Efutop,33000,4,N,ofu,Efutop,1,1,Christianity,93,10,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.92717,8.35646
NI,Nigeria,21562,118379,Egbira Koto,Egbira Koto,66000,1,Y,igb,Ebira,5,6,Islam,5,2,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,N,8.47107,6.94359
NI,Nigeria,21827,118453,Eggan,Eggan,21000,1,Y,nup,Nupe-Nupe-Tako,5,6,Islam,0.05,0.05,22,A013,Sub-Saharan Peoples,250,C0158,Nupe,1,8,"Africa, West and Central",AFR,Africa,Y,Y,1,Y,9.17,5.3
NI,Nigeria,11721,102878,Eggon,Eggon,22000,5,N,ego,Eggon,4,1,Christianity,65,45,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,8.71666,8.47174
NI,Nigeria,11724,102883,Ehueun,Ehueun,26000,4,N,ehu,Ehueun,1,4,Ethnic Religions,35,9,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.480840296,5.592860439
NI,Nigeria,11728,102887,Ejagham,"Ejagham, Ekoi",123000,5,N,etu,Ejagham,4,1,Christianity,94,12,22,A013,Sub-Saharan Peoples,140,C0044,Benue,2,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.53316,8.62551
NI,Nigeria,11730,102889,Ekajuk,Ekajuk,82000,4,N,eka,Ekajuk,4,1,Christianity,70,9,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.43009,8.55726
NI,Nigeria,11731,102890,Eket,Eket,461000,5,N,eke,Ekit,1,1,Christianity,94,33,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.75737,7.88717
NI,Nigeria,11732,102891,Eki,Eki,11000,4,N,eki,Eki,1,1,Christianity,95,2.5,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.15111,8.13564
NI,Nigeria,11734,102893,Ekpari,Ekpari,89000,4,N,ekr,Yace,3,4,Ethnic Religions,44,6,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.82903,8.84039
NI,Nigeria,11735,102894,Ekpeye,Ekpeye,100000,4,N,ekp,Ekpeye,2,1,Christianity,91,9,22,A013,Sub-Saharan Peoples,190,C0095,Igbo,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.04636,6.53711
NI,Nigeria,11738,102897,Eleme,Eleme,114000,4,N,elm,Eleme,4,1,Christianity,88,8,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.73082,7.26792
NI,Nigeria,11743,102903,Eloyi,"Eloyi, Afo",44000,2,N,afo,Ajiri,3,4,Ethnic Religions,6,2,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,8.25033,7.95968
NI,Nigeria,11747,102908,Emai,Emai,304000,5,N,ema,Emai-Iuleha-Ora,3,1,Christianity,95,45,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.08084,5.83903
NI,Nigeria,11762,102925,Engenni,Engenni,53000,5,N,enn,Engenni,4,1,Christianity,72,14,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.15636,6.37292
NI,Nigeria,19640,115092,Enwan,Enwan,21000,4,N,env,Enwan,2,4,Ethnic Religions,25,7,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.15458,6.06592
NI,Nigeria,11144,102931,Enwang,Enwang,32000,5,N,enw,Enwan,1,1,Christianity,96,18,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.69566,8.22432
NI,Nigeria,11146,102933,Epie,Epie,40000,4,N,epi,Epie,4,4,Ethnic Religions,22,5,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.01814,6.31271
NI,Nigeria,11152,102945,Eruwa,Eruwa,106000,4,N,erh,Eruwa,0,4,Ethnic Religions,35,5,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,5.19346,6.05057
NI,Nigeria,11153,102947,Esan,Esan,678000,4,N,ish,Esan,3,1,Christianity,80,9,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,6.53417,6.36564
NI,Nigeria,10174,100105,Esimbi,Esimbi,400,5,N,ags,Esimbi,4,4,Ethnic Religions,22,18,22,A013,Sub-Saharan Peoples,333,C0257,"Bantu, Cameroon-Bamileke",2,8,"Africa, West and Central",AFR,Africa,Y,N,,N,7.725759,9.869254
NI,Nigeria,11159,102956,Etebi,Etebi,34000,5,N,etb,Etebi,1,1,Christianity,96,16,22,A013,Sub-Saharan Peoples,140,C0044,Benue,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,4.78536,7.9762
NI,Nigeria,16015,111021,Etsako,Etsako,584000,5,N,ets,Etsako,4,1,Christianity,85,60,22,A013,Sub-Saharan Peoples,181,C0085,Guinean,1,8,"Africa, West and Central",AFR,Africa,Y,Y,,N,7.09494,6.47017
